CONTENT,CLASS,content_lower,content_lower_rn,content_tokenized,content_filter,content_normalized,content_stopwords,content_stemm,content_clean
https://www.tsu.co/Aseris get money here !﻿,1,https://www.tsu.co/aseris get money here !﻿,url get money here,"['url', 'get', 'money', 'here']","['url', 'get', 'money', 'here']","['url', 'get', 'money', 'here']","['url', 'get', 'money']","['url', 'get', 'money']","['url', 'get', 'money']"
Fantastic!﻿,0,fantastic!﻿,fantastic,['fantastic'],['fantastic'],['fantastic'],['fantastic'],['fantast'],['fantast']
The population of world is more than 7 billion﻿,0,the population of world is more than 7 billion﻿,the population of world is more than numeric billion,"['the', 'population', 'of', 'world', 'is', 'more', 'than', 'numeric', 'billion']","['the', 'population', 'of', 'world', 'is', 'more', 'than', 'numeric', 'billion']","['the', 'population', 'of', 'world', 'is', 'more', 'than', 'numeric', 'billion']","['population', 'world', 'numeric', 'billion']","['popul', 'world', 'numer', 'billion']","['popul', 'world', 'numer', 'billion']"
2.126.521.750  views!!!!!!!!!!!!!!!!!﻿,0,2.126.521.750  views!!!!!!!!!!!!!!!!!﻿,numeric views,"['numeric', 'views']","['numeric', 'views']","['numeric', 'views']","['numeric', 'views']","['numer', 'view']","['numer', 'view']"
Wow 23 min ago﻿,0,wow 23 min ago﻿,wow numeric min ago,"['wow', 'numeric', 'min', 'ago']","['wow', 'numeric', 'min', 'ago']","['wow', 'numeric', 'min', 'ago']","['wow', 'numeric', 'min', 'ago']","['wow', 'numer', 'min', 'ago']","['wow', 'numer', 'min', 'ago']"
SUPER!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0,super!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,super,['super'],['super'],['super'],['super'],['super'],['super']
P E A C E  &amp;  L O V E  ! !﻿,0,p e a c e  &amp;  l o v e  ! !﻿,peacelove,['peacelove'],['peacelove'],['peacelove'],['peacelove'],['peacelov'],['peacelov']
How can this music video get 2 billion views while im the only one watching  here on earth?????? lol﻿,0,how can this music video get 2 billion views while im the only one watching  here on earth?????? lol﻿,how can this music video get numeric billion views while im the only one watching here on earth lol,"['how', 'can', 'this', 'music', 'video', 'get', 'numeric', 'billion', 'views', 'while', 'im', 'the', 'only', 'one', 'watching', 'here', 'on', 'earth', 'lol']","['how', 'can', 'this', 'music', 'video', 'get', 'numeric', 'billion', 'views', 'while', 'the', 'only', 'one', 'watching', 'here', 'on', 'earth', 'lol']","['how', 'can', 'this', 'music', 'video', 'get', 'numeric', 'billion', 'views', 'while', 'the', 'only', 'one', 'watching', 'here', 'on', 'earth', 'laugh']","['music', 'video', 'get', 'numeric', 'billion', 'views', 'one', 'watching', 'earth', 'laugh']","['music', 'video', 'get', 'numer', 'billion', 'view', 'one', 'watch', 'earth', 'laugh']","['music', 'video', 'get', 'numer', 'billion', 'view', 'one', 'watch', 'earth', 'laugh']"
Please friend read my book and repass: http://www.4shared.com/web/preview/pdf/CjFofTxeba?﻿,1,please friend read my book and repass: http://www.4shared.com/web/preview/pdf/cjfoftxeba?﻿,please friend read my book and repass url,"['please', 'friend', 'read', 'my', 'book', 'and', 'repass', 'url']","['please', 'friend', 'read', 'my', 'book', 'and', 'repass', 'url']","['please', 'friend', 'read', 'my', 'book', 'and', 'repass', 'url']","['please', 'friend', 'read', 'book', 'repass', 'url']","['pleas', 'friend', 'read', 'book', 'repass', 'url']","['pleas', 'friend', 'read', 'book', 'repass', 'url']"
subscribe to me :) ﻿,1,subscribe to me :) ﻿,subscribe to me :),"['subscribe', 'to', 'me', ':', ')']","['subscribe', 'to', 'me']","['subscribe', 'to', 'me']",['subscribe'],['subscrib'],['subscrib']
Still the best. :D﻿,0,still the best. :d﻿,still the best d,"['still', 'the', 'best', 'd']","['still', 'the', 'best']","['still', 'the', 'best']","['still', 'best']","['still', 'best']","['still', 'best']"
The most liked video on YouTube...﻿,0,the most liked video on youtube...﻿,the most liked video on youtube,"['the', 'most', 'liked', 'video', 'on', 'youtube']","['the', 'most', 'liked', 'video', 'on', 'youtube']","['the', 'most', 'liked', 'video', 'on', 'youtube']","['liked', 'video', 'youtube']","['like', 'video', 'youtub']","['like', 'video', 'youtub']"
Still watching this 2 years later? ﻿,0,still watching this 2 years later? ﻿,still watching this numeric years later,"['still', 'watching', 'this', 'numeric', 'years', 'later']","['still', 'watching', 'this', 'numeric', 'years', 'later']","['still', 'watching', 'this', 'numeric', 'year', 'later']","['still', 'watching', 'numeric', 'year', 'later']","['still', 'watch', 'numer', 'year', 'later']","['still', 'watch', 'numer', 'year', 'later']"
"Hello! I'm kind of new to Youtube, And soon i'm soon going to be making  Launchpad Video's! :D I would really appreciate if i got some subs before i  started so that people can spot me easily! I dont really care about hate  comments so dont bother -_-﻿",1,"hello! i'm kind of new to youtube, and soon i'm soon going to be making  launchpad video's! :d i would really appreciate if i got some subs before i  started so that people can spot me easily! i dont really care about hate  comments so dont bother -_-﻿",hello i'm kind of new to youtube and soon i'm soon going to be making launchpad video'sdi would really appreciate if i got some subs before i started so that people can spot me easily i dont really care about hate comments so dont bother,"['hello', 'i', ""'m"", 'kind', 'of', 'new', 'to', 'youtube', 'and', 'soon', 'i', ""'m"", 'soon', 'going', 'to', 'be', 'making', 'launchpad', ""video'sdi"", 'would', 'really', 'appreciate', 'if', 'i', 'got', 'some', 'subs', 'before', 'i', 'started', 'so', 'that', 'people', 'can', 'spot', 'me', 'easily', 'i', 'dont', 'really', 'care', 'about', 'hate', 'comments', 'so', 'dont', 'bother']","['hello', 'i', 'kind', 'of', 'new', 'to', 'youtube', 'and', 'soon', 'i', 'soon', 'going', 'to', 'be', 'making', 'launchpad', ""video'sdi"", 'would', 'really', 'appreciate', 'if', 'i', 'got', 'some', 'subs', 'before', 'i', 'started', 'so', 'that', 'people', 'can', 'spot', 'me', 'easily', 'i', 'dont', 'really', 'care', 'about', 'hate', 'comments', 'so', 'dont', 'bother']","['hello', 'i', 'kind', 'of', 'new', 'to', 'youtube', 'and', 'soon', 'i', 'soon', 'going', 'to', 'be', 'making', 'launchpad', 'video', 'would', 'really', 'appreciate', 'if', 'i', 'got', 'some', 'subs', 'before', 'i', 'started', 'so', 'that', 'people', 'can', 'spot', 'me', 'easily', 'i', 'do not', 'really', 'care', 'about', 'hate', 'comments', 'so', 'do not', 'bother']","['hello', 'kind', 'new', 'youtube', 'soon', 'soon', 'going', 'making', 'launchpad', 'video', 'would', 'really', 'appreciate', 'got', 'subs', 'started', 'people', 'spot', 'easily', 'do not', 'really', 'care', 'hate', 'comments', 'do not', 'bother']","['hello', 'kind', 'new', 'youtub', 'soon', 'soon', 'go', 'make', 'launchpad', 'video', 'would', 'realli', 'appreci', 'got', 'sub', 'start', 'peopl', 'spot', 'easili', 'do not', 'realli', 'care', 'hate', 'comment', 'do not', 'bother']","['hello', 'kind', 'new', 'youtub', 'soon', 'soon', 'go', 'make', 'launchpad', 'video', 'would', 'realli', 'appreci', 'got', 'sub', 'start', 'peopl', 'spot', 'easili', 'do not', 'realli', 'care', 'hate', 'comment', 'do not', 'bother']"
"Lol...I dunno how this joke gets a lot of likes, but whatever. xD﻿",0,"lol...i dunno how this joke gets a lot of likes, but whatever. xd﻿",lol i dunno how this joke gets a lot of likes but whatever xd,"['lol', 'i', 'dunno', 'how', 'this', 'joke', 'gets', 'a', 'lot', 'of', 'likes', 'but', 'whatever', 'xd']","['lol', 'i', 'dunno', 'how', 'this', 'joke', 'gets', 'a', 'lot', 'of', 'likes', 'but', 'whatever']","['laugh', 'i', 'dunno', 'how', 'this', 'joke', 'gets', 'a', 'lot', 'of', 'likes', 'but', 'whatever']","['laugh', 'dunno', 'joke', 'gets', 'lot', 'likes', 'whatever']","['laugh', 'dunno', 'joke', 'get', 'lot', 'like', 'whatev']","['laugh', 'dunno', 'joke', 'get', 'lot', 'like', 'whatev']"
2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~﻿,0,2 billion views for this piece of shit... ~ a r e ~ y o u ~ k i d d i n g ~ m e ~﻿,numeric billion views for this piece of shit areyoukiddingme,"['numeric', 'billion', 'views', 'for', 'this', 'piece', 'of', 'shit', 'areyoukiddingme']","['numeric', 'billion', 'views', 'for', 'this', 'piece', 'of', 'shit', 'areyoukiddingme']","['numeric', 'billion', 'views', 'for', 'this', 'piece', 'of', 'shit', 'areyoukiddingme']","['numeric', 'billion', 'views', 'piece', 'shit', 'areyoukiddingme']","['numer', 'billion', 'view', 'piec', 'shit', 'areyoukiddingm']","['numer', 'billion', 'view', 'piec', 'shit', 'areyoukiddingm']"
GANGMAN STY- *D-D-D-D-D-D--DROP THE BASS!!*﻿,0,gangman sty- *d-d-d-d-d-d--drop the bass!!*﻿,gangman sty dd drop the bass,"['gangman', 'sty', 'dd', 'drop', 'the', 'bass']","['gangman', 'sty', 'drop', 'the', 'bass']","['gangman', 'sty', 'drop', 'the', 'bass']","['gangman', 'sty', 'drop', 'bass']","['gangman', 'sti', 'drop', 'bass']","['gangman', 'sti', 'drop', 'bass']"
Will this song ever reach 7 Billion Views?﻿,0,will this song ever reach 7 billion views?﻿,will this song ever reach numeric billion views,"['will', 'this', 'song', 'ever', 'reach', 'numeric', 'billion', 'views']","['will', 'this', 'song', 'ever', 'reach', 'numeric', 'billion', 'views']","['will', 'this', 'song', 'ever', 'reach', 'numeric', 'billion', 'views']","['song', 'ever', 'reach', 'numeric', 'billion', 'views']","['song', 'ever', 'reach', 'numer', 'billion', 'view']","['song', 'ever', 'reach', 'numer', 'billion', 'view']"
"Im a RAPPER/SONGWRITER, check my video PLEASE..also subscribe for more  thanks :) tell me what you think.﻿",1,"im a rapper/songwriter, check my video please..also subscribe for more  thanks :) tell me what you think.﻿",im a rapper songwriter check my video please also subscribe for more thanks tell me what you think :),"['im', 'a', 'rapper', 'songwriter', 'check', 'my', 'video', 'please', 'also', 'subscribe', 'for', 'more', 'thanks', 'tell', 'me', 'what', 'you', 'think', ':', ')']","['a', 'rapper', 'songwriter', 'check', 'my', 'video', 'please', 'also', 'subscribe', 'for', 'more', 'thanks', 'tell', 'me', 'what', 'you', 'think']","['a', 'rapper', 'songwriter', 'check', 'my', 'video', 'please', 'also', 'subscribe', 'for', 'more', 'thanks', 'tell', 'me', 'what', 'you', 'think']","['rapper', 'songwriter', 'check', 'video', 'please', 'also', 'subscribe', 'thanks', 'tell', 'think']","['rapper', 'songwrit', 'check', 'video', 'pleas', 'also', 'subscrib', 'thank', 'tell', 'think']","['rapper', 'songwrit', 'check', 'video', 'pleas', 'also', 'subscrib', 'thank', 'tell', 'think']"
"Hello all 29.24% earth population of the world, hope your having a great  day :)﻿",0,"hello all 29.24% earth population of the world, hope your having a great  day :)﻿",hello all numeric earth population of the world hope your having a great day :),"['hello', 'all', 'numeric', 'earth', 'population', 'of', 'the', 'world', 'hope', 'your', 'having', 'a', 'great', 'day', ':', ')']","['hello', 'all', 'numeric', 'earth', 'population', 'of', 'the', 'world', 'hope', 'your', 'having', 'a', 'great', 'day']","['hello', 'all', 'numeric', 'earth', 'population', 'of', 'the', 'world', 'hope', 'your', 'having', 'a', 'great', 'day']","['hello', 'numeric', 'earth', 'population', 'world', 'hope', 'great', 'day']","['hello', 'numer', 'earth', 'popul', 'world', 'hope', 'great', 'day']","['hello', 'numer', 'earth', 'popul', 'world', 'hope', 'great', 'day']"
"Is this the video that started the whole ""got my dick stuck in an elevator""  excuse thing? ﻿",0,"is this the video that started the whole ""got my dick stuck in an elevator""  excuse thing? ﻿",is this the video that started the whole got my dick stuck in an elevator excuse thing,"['is', 'this', 'the', 'video', 'that', 'started', 'the', 'whole', 'got', 'my', 'dick', 'stuck', 'in', 'an', 'elevator', 'excuse', 'thing']","['is', 'this', 'the', 'video', 'that', 'started', 'the', 'whole', 'got', 'my', 'dick', 'stuck', 'in', 'an', 'elevator', 'excuse', 'thing']","['is', 'this', 'the', 'video', 'that', 'started', 'the', 'whole', 'got', 'my', 'dick', 'stuck', 'in', 'an', 'elevator', 'excuse', 'thing']","['video', 'started', 'whole', 'got', 'dick', 'stuck', 'elevator', 'excuse', 'thing']","['video', 'start', 'whole', 'got', 'dick', 'stuck', 'elev', 'excus', 'thing']","['video', 'start', 'whole', 'got', 'dick', 'stuck', 'elev', 'excus', 'thing']"
Can anyone sub to my channel? :D﻿,1,can anyone sub to my channel? :d﻿,can anyone sub to my channel d,"['can', 'anyone', 'sub', 'to', 'my', 'channel', 'd']","['can', 'anyone', 'sub', 'to', 'my', 'channel']","['can', 'anyone', 'sub', 'to', 'my', 'channel']","['anyone', 'sub', 'channel']","['anyon', 'sub', 'channel']","['anyon', 'sub', 'channel']"
prehistoric song..has been﻿,0,prehistoric song..has been﻿,prehistoric song has been,"['prehistoric', 'song', 'has', 'been']","['prehistoric', 'song', 'has', 'been']","['prehistoric', 'song', 'has', 'been']","['prehistoric', 'song']","['prehistor', 'song']","['prehistor', 'song']"
You think you're smart?        Headbutt your face.﻿,0,you think you're smart?        headbutt your face.﻿,you think you're smart headbutt your face,"['you', 'think', 'you', ""'re"", 'smart', 'headbutt', 'your', 'face']","['you', 'think', 'you', ""'re"", 'smart', 'headbutt', 'your', 'face']","['you', 'think', 'you', 'are', 'smart', 'headbutt', 'your', 'face']","['think', 'smart', 'headbutt', 'face']","['think', 'smart', 'headbutt', 'face']","['think', 'smart', 'headbutt', 'face']"
DISLIKE.. Now one knows REAL music - ex. Enimen ﻿,0,dislike.. now one knows real music - ex. enimen ﻿,dislike now one knows real music ex enimen,"['dislike', 'now', 'one', 'knows', 'real', 'music', 'ex', 'enimen']","['dislike', 'now', 'one', 'knows', 'real', 'music', 'enimen']","['dislike', 'now', 'one', 'knows', 'real', 'music', 'enimen']","['dislike', 'one', 'knows', 'real', 'music', 'enimen']","['dislik', 'one', 'know', 'real', 'music', 'enimen']","['dislik', 'one', 'know', 'real', 'music', 'enimen']"
Loool nice song funny how no one understands (me) and we love it﻿,0,loool nice song funny how no one understands (me) and we love it﻿,lool nice song funny how no one understands me and we love it,"['lool', 'nice', 'song', 'funny', 'how', 'no', 'one', 'understands', 'me', 'and', 'we', 'love', 'it']","['lool', 'nice', 'song', 'funny', 'how', 'no', 'one', 'understands', 'me', 'and', 'we', 'love', 'it']","['laugh', 'nice', 'song', 'funny', 'how', 'no', 'one', 'understands', 'me', 'and', 'we', 'love', 'it']","['laugh', 'nice', 'song', 'funny', 'one', 'understands', 'love']","['laugh', 'nice', 'song', 'funni', 'one', 'understand', 'love']","['laugh', 'nice', 'song', 'funni', 'one', 'understand', 'love']"
Like if you came here too see how many views this song has.﻿,0,like if you came here too see how many views this song has.﻿,like if you came here too see how many views this song has,"['like', 'if', 'you', 'came', 'here', 'too', 'see', 'how', 'many', 'views', 'this', 'song', 'has']","['like', 'if', 'you', 'came', 'here', 'too', 'see', 'how', 'many', 'views', 'this', 'song', 'has']","['like', 'if', 'you', 'came', 'here', 'too', 'see', 'how', 'many', 'views', 'this', 'song', 'has']","['like', 'came', 'see', 'many', 'views', 'song']","['like', 'came', 'see', 'mani', 'view', 'song']","['like', 'came', 'see', 'mani', 'view', 'song']"
We pray for you Little Psy ♡﻿,0,we pray for you little psy ♡﻿,we pray for you little psy,"['we', 'pray', 'for', 'you', 'little', 'psy']","['we', 'pray', 'for', 'you', 'little', 'psy']","['we', 'pray', 'for', 'you', 'little', 'psy']","['pray', 'little', 'psy']","['pray', 'littl', 'psi']","['pray', 'littl', 'psi']"
"''Little Psy, only 5 months left.. Tumor in the head :( WE WILL MISS U &lt;3﻿",0,"''little psy, only 5 months left.. tumor in the head :( we will miss u &lt;3﻿",little psy only numeric months left tumor in the head we will miss u numeric :(,"['little', 'psy', 'only', 'numeric', 'months', 'left', 'tumor', 'in', 'the', 'head', 'we', 'will', 'miss', 'u', 'numeric', ':', '(']","['little', 'psy', 'only', 'numeric', 'months', 'left', 'tumor', 'in', 'the', 'head', 'we', 'will', 'miss', 'numeric']","['little', 'psy', 'only', 'numeric', 'months', 'left', 'tumor', 'in', 'the', 'head', 'we', 'will', 'miss', 'numeric']","['little', 'psy', 'numeric', 'months', 'left', 'tumor', 'head', 'miss', 'numeric']","['littl', 'psi', 'numer', 'month', 'left', 'tumor', 'head', 'miss', 'numer']","['littl', 'psi', 'numer', 'month', 'left', 'tumor', 'head', 'miss', 'numer']"
 Follow me on Instagram. _chris_cz  ﻿,1, follow me on instagram. _chris_cz  ﻿,follow me on instagram _chris_cz,"['follow', 'me', 'on', 'instagram', '_chris_cz']","['follow', 'me', 'on', 'instagram', '_chris_cz']","['follow', 'me', 'on', 'instagram', '_chris_cz']","['follow', 'instagram', '_chris_cz']","['follow', 'instagram', '_chris_cz']","['follow', 'instagram', '_chris_cz']"
how is this shit still relevant ﻿,0,how is this shit still relevant ﻿,how is this shit still relevant,"['how', 'is', 'this', 'shit', 'still', 'relevant']","['how', 'is', 'this', 'shit', 'still', 'relevant']","['how', 'is', 'this', 'shit', 'still', 'relevant']","['shit', 'still', 'relevant']","['shit', 'still', 'relev']","['shit', 'still', 'relev']"
